Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Cluster
Punjabi Bagh,Delhi,Blue Water Grille,600.0,3.8999999999999995,100.0,"North Indian,Chinese,Continental,Fast Food",Punjabi Bagh,68.0,0
Kasba,Kolkata,Sheerazi,350.0,4.3,50.0,"North Indian,Chinese",Kasba,68.0,1
Alwarpet,Chennai,Dhabba Express,500.0,4.0,100.0,"Punjabi,North Indian,Chinese",Cenotaph Road,61.99999999999999,0
Barabazar Market,Kolkata,Royal Indian Hotel,450.00000000000006,4.3,1000.0,"North Indian,Biryani,Mughlai",Rabindra Sarani,36.0,1
Manicktala,Kolkata,Urbans Cafe,350.0,4.2,20.0,"Chinese,Mexican,Continental",Near Balika Shiksha Sadan,45.99999999999999,1
Punjagutta,Hyderabad,Friends Shawarma,200.0,4.3,100.0,Lebanese,Road No 3,61.0,0
Maniktala,Kolkata,New Paul Dhaba,400.0,3.8999999999999995,1000.0,"North Indian,Chinese",Maniktala,42.0,1
Esplanade,Kolkata,Lazzat,300.0,4.1,100.0,Chinese,Pearl Road Lower Range Beck Bagan,50.00000000000001,0
Kankurgachi,Kolkata,Caafe 360 Degree- Kakurgachi,500.0,3.8999999999999995,100.0,"Italian,Chinese",C.I.T. Road,59.0,0
Ashok Nagar,Bangalore,Beijing Bites,450.00000000000006,4.2,500.0,Chinese,Richmond Road,33.0,0
Thousand Lights,Chennai,Ox & Tomato,500.0,4.4,50.0,"Italian,Pizzas,Pastas,Desserts,Continental,Salads",Opp To Ather Bike Showroom,55.0,1
Mylapore,Chennai,Fresh Baked Goodness,250.0,4.7,500.0,Bakery,Mylapore,63.0,0
Taltala,Kolkata,Subway,350.0,4.3,500.0,Fast Food  Healthy Food  Salads  Snacks  Desserts  Beverages,Park Street,49.0,1
Alwarpet,Chennai,Absolute Thai,1400.0,4.4,100.0,"Thai,Pan-Asian",Teynampet,71.0,0
West Marredpally,Hyderabad,Triple A Bakery,100.0,3.8999999999999995,100.0,Italian  Bakery,West Marredpally Road,70.0,1
Powaiandheri East,Mumbai,Forks And Spoons (Gourmet Chinese & Thai),200.0,4.1,100.0,"Chinese,Thai,Pan-Asian,Oriental,Beverages,Snacks,Seafood,Mughlai,Tibetan,Combo,European,Turkish,Asian,British,Salads,German",Andheri East,48.0,0
Santacruz East,Mumbai,Subway,350.0,4.4,500.0,"Fast Food,Salads,Snacks,Desserts,Beverages",Central Plaza Kalina,29.000000000000004,1
Thousand Lights,Chennai,Sandy'S,700.0,4.3,500.0,"Desserts,Continental",Wallace Garden,53.99999999999999,1
Nungambakkam,Chennai,Mexicano Griller,800.0,3.8999999999999995,20.0,"Mexican,Continental",Nungambakkam,64.0,1
Vasanth Nagar,Bangalore,Rolls On Wheels,300.0,4.3,100.0,Fast Food,Cunnigham Road,38.0,1
Thousand Lights,Chennai,Tuscana Pizzeria,1200.0,4.1,50.0,Italian,Nugambakkam,60.0,1
Thousand Lights,Chennai,Mamagoto,900.0000000000001,4.3,100.0,"Chinese,Asian,Pan-Asian,Thai,Oriental",Nugambakkam,55.0,1
Nungambakkam,Chennai,Eatza Pizza,600.0,4.1,20.0,"Italian,Pizzas",Nugambakkam,58.00000000000001,0
Bidhannagar,Kolkata,Veg Dhaba,100.0,4.0,100.0,"North Indian,Indian,Combo,Chinese,Healthy Food",Salt Lake,58.00000000000001,1
Kasba,Kolkata,Glace Patisserie,250.0,4.4,100.0,"Desserts,Bakery,Salads,Continental,Fast Food,Snacks,Pastas",Near Bondel Road Shitala Mandir,68.0,0
Gopalapuram,Chennai,Bayleaf Otg (On The Go),250.0,4.4,100.0,"Bengali,North Indian,Biryani,Street Food",Gopalapuram,55.0,0
Murad Nagar,Hyderabad,Food Zone 2,300.0,4.0,500.0,"Mughlai,Chinese,Tandoor",Guddimmalkapur Road,45.99999999999999,0
Redhills,Hyderabad,Rayalaseema Ruchulu,450.00000000000006,4.0,500.0,"South Indian,Biryani,Rayalaseema",Lakdikapul,39.0,1
Andheri East,Mumbai,Food Rush,550.0,4.0,500.0,"Mughlai,North Indian,Chinese",Andheri East,52.0,0
Vadapalani,Chennai,King Sandwich,200.0,4.3,100.0,Fast Food,Kodambakkam,71.0,0
Alwarpet,Chennai,Sachin Ka Dhabba,500.0,4.1,50.0,"Punjabi,North Indian,Chinese",Cenetoph Road,69.0,1
Mohammed Wadi,Pune,Big Daddy'S,250.0,4.1,1000.0,"Fast Food,American,Italian,Beverages",Nibm Road,70.0,0
Garfa,Kolkata,Maa Trinayani,200.0,4.2,100.0,"Mughlai,Indian,Chinese,Biryani",Near Lakhan Kuthir,88.0,1
Ashok Nagar,Bangalore,Smoor,300.0,4.3,100.0,"Desserts,Asian,Beverages,Bakery,Italian,Continental,Pizzas,Italian-American",1Mg Road,49.0,1
Kothrud,Pune,Cafe Eastwood,700.0,4.4,50.0,"North Indian,Continental",Chintamani Pride Near Citypride,58.00000000000001,0
Kondhwa,Pune,Jazz Pizza,300.0,3.8999999999999995,20.0,"Italian,Pizzas,Fast Food",Nibm Road,72.0,0
T. Nagar,Chennai,10 Downing Street,1000.0,4.0,20.0,"Indian,Continental,Tandoor",T- Nagar,77.0,0
Marol Sakinaka,Mumbai,The Bar Stock Exchange,1300.0,2.9,80.0,"North Indian,Mexican,Continental,Italian",Andheri East,59.0,1
Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),250.0,4.0,100.0,"North Indian,Mughlai,Tandoor,Kebabs,Indian,Beverages,Biryani,Punjabi,Seafood,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi",Nsp,53.0,1
Pitam Pura,Delhi,Shake Square,250.0,3.8999999999999995,50.0,"Ice Cream,Beverages,Fast Food,Italian,Desserts",Jd Block Ashiana Chowk,50.00000000000001,1
Pitam Pura,Delhi,Shut Up & Eat,250.0,4.1,100.0,Indian,Nsp,26.999999999999996,1
Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,500.0,4.4,100.0,Bengali,Near Rupbani Cinema,43.0,0
Bhowanipore,Kolkata,Bikers Cafe,1100.0,4.2,100.0,"Italian,Desserts,Continental",Near Forum Mall,65.0,0
Bidhannagar,Kolkata,Legacy Of China,400.0,4.1,100.0,"North Indian,Chinese,Fast Food",Near Sdf Bus Stop,80.0,1
East Kolkata Township,Kolkata,Royal Jade,450.00000000000006,4.5,500.0,Chinese,Near Siemens,76.0,1
Thousand Lights,Chennai,The Marina,1499.9999999999998,4.4,100.0,Seafood,Nugambakkam,49.0,1
Santacruz East,Mumbai,Pizza Hut,300.0,3.8,500.0,"Pizzas,Fast Food",Bkc,33.0,1
Vadapalani,Chennai,Hotel Pandia'S,400.0,4.2,1000.0,"Chettinad,North Indian,Chinese,South Indian,Biryani",Vadapalani,77.0,0
Ashok Nagar,Bangalore,Fresh Pressery Cafe,1000.0,4.2,100.0,"Italian,Salads,Healthy Food,French",Cbd,33.0,0
Thousand Lights,Chennai,Bombay Brasserie,900.0000000000001,4.3,100.0,Indian,Nugambakkam,48.0,0
Mylapore,Chennai,Kaidi Kitchen,900.0000000000001,4.5,100.0,"North Indian,Chinese,Mexican,Italian,Thai,Lebanese",Bishop Wallers Avenue,63.0,0
South Kolkata,Kolkata,Chopstick - Ballygunge,400.0,3.7,100.0,Chinese,South Kolkata,64.0,0
Lake Town,Kolkata,Chennai Xpress,300.0,4.1,500.0,"South Indian,North Indian,Chinese,Beverages",Near Hdfc Bank,74.0,0
Somajiguda,Hyderabad,Kritunga Restaurant,500.0,4.0,1000.0,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Somajiguda,52.0,0
Murad Nagar,Hyderabad,Bakers Street,250.0,4.2,500.0,Bakery  Continental,Gudimalkatur Road,49.0,0
Pulikeshi Nagar,Bangalore,Delicacy,400.0,4.2,500.0,"Chinese,Thai",Cox Town,56.0,0
Anna Nagar,Chennai,Coco Jaunt 1728,500.0,4.3,50.0,"Bakery,Cafe",4Th Main Road,68.0,0
Kilpauk,Chennai,Parfait Cakes N Bakes,300.0,3.4999999999999996,20.0,"Bakery,Desserts",Manikeshwari Road,49.0,1
Kilpauk,Chennai,Wangs Kitchen,350.0,4.1,100.0,"Chinese,Fast Food,Asian",Kellys,45.99999999999999,1
Rohini,Delhi,Burger King,350.0,4.3,1000.0,"American,Fast Food",D Mall Twin District Center,35.0,0
Ashok Nagar,Bangalore,Hotel Tom'S Restaurant,400.0,4.4,100.0,"Mangalorean,Biryani,Seafood,Chinese,North Indian,Desserts,South Indian,Combo",Brigade Road,35.0,0
Ashok Nagar,Bangalore,Smoke House Deli,800.0,4.5,500.0,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Lavelle Road,39.0,1
Anna Nagar,Chennai,Kim Ling,800.0,4.4,500.0,Chinese,Teja Tower,64.0,0
Rohini,Delhi,Bombay Indianese Treat,300.0,2.9,80.0,Chinese,Prashant Vihar,61.0,0
Sector 7 Rohini,Delhi,Chalte Firte Momos & Special Foods,200.0,3.8,100.0,"Chinese,Fast Food,North Indian",Sector 7,36.0,0
Sector 8 Rohini,Delhi,Patiala Shahi Chicken Corner,400.0,4.1,100.0,"North Indian,Beverages",Sector 8,36.0,1
Prashant Vihar Rohini,Delhi,Subway,350.0,4.1,500.0,"Fast Food,Salads,Snacks,Desserts,Beverages",Fun City Mall Prashant Vihar,53.0,1
Sector 14 Rohini,Delhi,Pooran'S Ambala Wale,250.0,4.0,100.0,"North Indian,Chinese",Sector 14,48.0,1
Rohini,Delhi,Chit Chat,300.0,4.3,20.0,"North Indian,Chinese",Dda Market Sector 13,50.00000000000001,0
Shyam Bazar,Kolkata,Aminia- Hatibagan,500.0,4.3,1000.0,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Near Northland Nursing Home,50.00000000000001,0
Shyam Bazar,Kolkata,Pizza Hut,350.0,4.1,1000.0,Fast Food  Pizzas,Shyambazar (218),49.0,1
Jodhpur Park,Kolkata,Hanglaatherium,350.0,4.3,500.0,"Biryani,Indian",Near Sanhati Park,84.0,0
Prashant Vihar Rohini,Delhi,Bombay Bar-Be-Que,400.0,4.2,100.0,Indian,Prashant Vihar,57.0,0
Kachiguda,Hyderabad,Urban Munchies,150.0,2.9,80.0,"Ice Cream,Desserts",Adikmet Vidyanagar,42.0,1
Visharant Wadi,Pune,Rk Pure Veg,300.0,3.8,500.0,"Mughlai,North Indian,Chinese",Tingre Nagar,61.99999999999999,1
Visharant Wadi,Pune,Afc American Fried Chicken,300.0,4.0,100.0,Fast Food,Vishrantwadi Chowk,65.0,0
Park Street Area,Kolkata,Flurys Park Street,1000.0,4.5,100.0,Continental,Park Street,45.0,0
Ballygunge,Kolkata,The Wall,1300.0,4.1,100.0,"Chinese,Seafood,Thai,Japanese",Southern Avenue,75.0,1
Mylapore,Chennai,Grill Box,600.0,4.3,100.0,"Tandoor,North Indian,Chinese,South Indian",Rk Salai,58.00000000000001,0
Bkc,Mumbai,Brijwasi Sweets Original Since 1946,150.0,4.2,100.0,"Street Food,Desserts,Sweets",Bkc,43.0,0
Langford Gardens,Bangalore,Pizza Hut,600.0,3.8,100.0,"Pizzas,Fast Food",O'Shngness Road,36.0,1
Ballygunge,Kolkata,6 Ballygunge Place Ballygunge,1000.0,4.5,100.0,Bengali,Ballygunge,71.0,0
Banjara Hills,Hyderabad,Radisson Blu Plaza Delivery,1200.0,3.7,20.0,"Chinese,Biryani,North Indian",Road No 6,82.0,1
Near 7 Point Crossing,Kolkata,Arsalan Park Circus,700.0,4.3,1000.0,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,Near 7 Point Crossing,51.0,0
Lakdikapul,Hyderabad,Shahji Ka Dhaba,400.0,4.3,100.0,"North Indian,Chinese",Veer Nagar,44.0,1
Andheri East,Mumbai,Gurukripa,500.0,4.3,100.0,North Indian  Chinese  Seafood,Thunga Village,50.00000000000001,0
T. Nagar,Chennai,Basil With A Twist,1499.9999999999998,4.1,50.0,"Continental,European,Salads,Italian",Habibullah Road,63.0,0
Gultekdi,Pune,Kaveri,500.0,4.2,100.0,"Maharashtrian,Punjabi,Seafood",Market Yard,52.0,0
Hadapsar,Pune,Indian Tadka - Taste Punjab Da,300.0,3.8999999999999995,500.0,"North Indian,Indian,Biryani,Chinese,Punjabi",S.No. 181,76.0,0
Ballygunge,Kolkata,Wise Owl Steak House,1000.0,4.0,50.0,"Continental,European",Purna Das Road Hindustan Park,75.0,1
Mumbai,Mumbai,Hanuman Restaurant,700.0,4.5,100.0,"Street Food,North Indian,Chinese,South Indian,Fast Food",Near Cinemax,45.0,0
Andheri East,Mumbai,Cocoon - Dragonfly Hotel,400.0,4.4,20.0,North Indian  Chinese,Chakala,59.0,0
Alwarpet,Chennai,Truly Scrumptious,350.0,4.5,50.0,"Ice Cream,Desserts,Bakery",Ra Puram,69.0,1
Kodambakkam,Chennai,Midnight Masala,300.0,3.8,50.0,"North Indian,Chinese,Biryani",Arcot Road,73.0,1
Banjara Hills,Hyderabad,Karachi Bakery Banjara,200.0,4.1,1000.0,"Bakery,Pizzas,Snacks,Chinese,Italian,American,Sweets,Desserts,Beverages",Road No 1,56.0,0
Dilsukhnagar,Hyderabad,Desi Pizza,200.0,3.8999999999999995,20.0,Pizzas,P And T Colony Road,50.00000000000001,0
Bibwewadi,Pune,Khushboo,500.0,4.3,50.0,"North Indian,Chinese,Fast Food",Kondhwa,56.0,0
Anna Nagar,Chennai,Mainland China,850.0,4.3,500.0,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",5Th Avenue,72.0,1
Kodambakkam,Chennai,Kairali Kerala Mess,200.0,4.1,500.0,Kerala,Voc Main Road,77.0,0
Khar West,Mumbai,Cairo Grill,400.0,3.8,20.0,Lebanese  Middle Eastern,3Rd Road,52.0,0
Habsiguda,Hyderabad,Suruchi - The Family Restaurant,500.0,4.2,500.0,"Biryani,North Indian,Chinese",Habsiguda Circle,58.00000000000001,1
Park Street Area,Kolkata,The 6 Russell Street,300.0,3.8,500.0,"Street Food,Chinese",Near Maidan Metro Station,53.99999999999999,1
Gandhi Nagar,Chennai,Swiss Hutte,1200.0,2.9,80.0,"Mediterranean,Seafood,Thai",Greams Road,50.00000000000001,1
Punjabi Bagh,Delhi,Grillz N Gravy,500.0,2.9,80.0,"Chinese,Mughlai,Indian",Club Road,69.0,0
Ballygunge,Kolkata,The Corner Courtyard,1100.0,3.6,20.0,"Italian,Continental",Sarat Bose Road Near Hazra,73.0,1
Chembur,Mumbai,Blisss,300.0,4.3,100.0,Desserts  Fast Food  Bakery,Central Avenue Road,43.0,0
Chembur,Mumbai,The Golden Wok,1200.0,4.2,50.0,"Chinese,Seafood",Sion Trombay Road,48.0,1
Chembur,Mumbai,Singh Saab,600.0,4.1,1000.0,"North Indian,Chinese,Biryani,Punjabi,Desserts,Pan-Asian,Tandoor,Combo,Beverages,Indian,Grill",Rc Marg,50.00000000000001,1
Sector 11 Rohini,Delhi,U.S. Burger Point,200.0,3.7,50.0,Italian,Near Himalya Public School Sector 7,56.0,1
Himayatnagar,Hyderabad,Subway,350.0,4.3,500.0,"Fast Food,Salads,Snacks,Desserts,Beverages",Himayath Nagar Road,33.0,1
Wanowrie,Pune,The Garage Grill,400.0,4.3,100.0,"Mughlai,Street Food",Salunkhe Vihar Road,67.0,1
Kasba Peth,Pune,Coconut Grove,1000.0,2.9,80.0,"Chettinad,North Indian,Mangalorean,Seafood",Ambedkar Bhavan Station Road,37.0,0
Ashok Nagar,Bangalore,Portland Steak House,1499.9999999999998,4.1,50.0,"American,European",Off Mg Road,45.0,1
Mumbai,Mumbai,J.J Jalebi,100.0,3.6,500.0,"Desserts,Sweets",Lbs Marg,25.000000000000004,0
Park Street Area,Kolkata,Flavours Of China,1000.0,4.5,100.0,"North Indian,Chinese",Park Street,67.0,0
Park Street Area,Kolkata,One Step Up,800.0,4.6,100.0,Continental,Park Street,61.0,1
Mylapore,Chennai,The Brew Room,700.0,4.7,50.0,Continental,Rk Salai,56.0,1
Royapettah,Chennai,Hotel Millath,350.0,4.4,100.0,"Chinese,South Indian",West Cott Road,43.0,0
Thousand Lights,Chennai,Amadora Gourmet Ice Creams,300.0,4.7,500.0,"Ice Cream,Desserts",Wallace Garden,36.0,0
Sector 10 Rohini,Delhi,Pind Balluchi,400.0,3.8,100.0,"Mughlai,North Indian",Metro Walk Mall,40.0,1
Ballygunge,Kolkata,Zeeshan Park Circus,400.0,4.1,500.0,"Desserts,Mughlai,Indian,Tandoor",Near 7 Point Crossing,63.0,1
College Square,Kolkata,Food Station College Street,500.0,4.5,50.0,Indian  Chinese  South Indian  Continental,Opp. Medical College Gate No. 1,39.0,0
Anna Nagar,Chennai,Pantry D'Or,850.0,4.2,100.0,"Italian,Continental",6Th Avenue Main Road,65.0,1
Shalimar Bagh,Delhi,Chawla'S (Shalimar Bagh),400.0,4.2,50.0,"North Indian,Chinese",Bt Market Opp. Axis Bank,64.0,0
Sector 10 Rohini,Delhi,Berco'S,600.0,4.1,100.0,"Chinese,Thai,Asian,Beverages,Desserts,Oriental,Seafood,Pan-Asian",Metro Walk Mall,39.0,0
Kothapet,Hyderabad,Kritunga Restaurant,500.0,4.0,1000.0,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Dilsukhnagar Main Road,49.0,0
Koramangala,Bangalore,Bistro Oui,800.0,4.2,100.0,Continental,5Th Block,59.0,0
Nungambakkam,Chennai,Kumarakom,450.00000000000006,4.3,500.0,"North Indian,Chinese,Kerala",Parsn Complex,57.0,0
Masab Tank,Hyderabad,Cafe 555 & Aqeeq Restaurant,300.0,3.8999999999999995,4999.999999999999,"Biryani,North Indian,Chinese",Owaisi Pura,45.99999999999999,0
Alwarpet,Chennai,Frootster,150.0,4.1,100.0,"Healthy Food,Fast Food,Beverages",Cp Ramasaway,63.0,0
Gopalapuram,Chennai,Mandarin Chinese Restaurant,350.0,4.0,500.0,Chinese,Gopalapuram,55.0,1
Thousand Lights,Chennai,Rangi'S,500.0,4.3,100.0,Chinese,Nungumbakkam,53.0,1
Banjara Hills,Hyderabad,Shadab Go,500.0,4.1,1000.0,"North Indian,Biryani,Chinese",Road No 3,68.0,1
Ballygunge,Kolkata,Haji Saheb Park Circus,800.0,4.2,500.0,"Mughlai,North Indian,Chinese",Near Park Circus 7 Point Crossing,53.99999999999999,0
Bidhannagar,Kolkata,The Sonnet,1200.0,2.9,80.0,"Indian,Chinese,Continental",Near Isl Hospital,67.0,1
Thousand Lights,Chennai,Little Italy,1200.0,4.3,500.0,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Wallace Garden,48.0,1
Santacruz East,Mumbai,Mr. Chows,800.0,4.4,100.0,"Chinese,Asian,Thai,Seafood",Bkc,41.0,1
Himayatnagar,Hyderabad,Eagles Pizza,150.0,3.7,500.0,Pizzas,Himayathnagar Road,32.0,0
Jayamahal,Bangalore,Five Star Chicken,300.0,4.3,50.0,Biryani,Jayamahal Extension,45.99999999999999,0
Thousand Lights,Chennai,Haagen Dazs,500.0,4.2,50.0,"Ice Cream,Desserts",Palavakkam,47.0,0
Alwarpet,Chennai,Cafe De Paris,500.0,2.9,80.0,Continental,Alwarpet,69.0,0
Alwarpet,Chennai,Sushi In A Box,1499.9999999999998,4.4,100.0,Japanese,Alwarpet,64.0,1
New Alipore,Kolkata,New Punjabi Hotel Ajanta,300.0,4.2,1000.0,"North Indian,Chinese",Opp Ajanta Cinema,86.0,1
Kondhwa,Pune,Shee Chinese,400.0,4.3,100.0,"Chinese,Asian,Thai",Kubera Park Lullanagar,59.0,1
Andheri East,Mumbai,Cafe Coffee Day,300.0,3.8999999999999995,50.0,Beverages  Snacks  Desserts,Gokul Regency,61.0,0
Chetpet,Chennai,Le Wrap Factorie,200.0,4.4,20.0,"Mexican,Continental",Chetpet,57.0,0
Madhura Nagar,Hyderabad,Rk Sweets And Juices,200.0,4.2,50.0,Sweets  Desserts  Bakery  Beverages,Madhuranagar,63.0,1
Mylapore,Chennai,Pedreno'S,1000.0,4.1,20.0,"Italian,Italian-American,American",Rk Salai,60.0,1
Aminjikarai,Chennai,Cafe Toastie Express,250.0,4.2,20.0,Fast Food,Nelson Manickam Road,66.0,0
Lake Town,Kolkata,The Pind Punjabi Dhaba,500.0,4.3,500.0,"Punjabi,North Indian,Tandoor,Biryani,Combo",Near Reiance Fresh,75.0,1
Wanowrie,Pune,The Fat And The Sexy Chef,500.0,3.8999999999999995,20.0,"American,Mexican",Kedari Petrol Pump,78.0,1
Wadgaon Sheri,Pune,The Bohemian Kitchen,300.0,4.5,100.0,"American,Italian,Fast Food",Opposite Water Tank Tempo Chowk Wadgaon Sheri,73.0,1
Anand Nagar,Pune,One Way Paratha,250.0,4.3,100.0,"North Indian,Fast Food",Dahanukar Colony,73.0,1
Anand Nagar,Pune,Pizza & Soup,500.0,2.9,80.0,"Italian,Pizzas,Fast Food",Anand Nagar,65.0,1
Kothrud,Pune,Sudit Su'S Chinese,350.0,4.0,100.0,Chinese,Dahanukar Colony,59.0,1
Paschim Vihar,Delhi,Hong Kong Express,450.00000000000006,4.3,100.0,"Chinese,Thai",Avtar Enclave Paschim Vihar,50.00000000000001,0
Beleghata,Kolkata,Bake O Cake,400.0,4.2,100.0,"Bakery,Continental,Fast Food,Desserts",Subhash Sarovar Park,49.0,0
Bhowanipore,Kolkata,The Country House,500.0,4.3,100.0,Continental  Italian  Fast Food  Beverages  Desserts,Near Forum Mall,57.0,1
Andheri East,Mumbai,Punjab Depot,249.0,3.8999999999999995,1000.0,"North Indian,Tandoor,Mughlai,Biryani,Snacks,Desserts,Beverages,Combo",Marolsakinaka,48.0,1
Chembur,Mumbai,Art House - The Fern Residency,800.0,2.9,80.0,Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts,Chembur,48.0,0
Sion,Mumbai,Central Peninsula,400.0,4.4,100.0,"North Indian,Chinese,South Indian",Sion Circle,47.0,0
Dum Dum,Kolkata,Noodle Oodle,600.0,4.1,100.0,Chinese,Opposite Diamond Plaza Mall,83.0,1
Elgin,Kolkata,Handa'S Restaurant,300.0,3.0,20.0,Indian  Chinese  Fast Food,Near Park Clinic,50.00000000000001,0
Poongavanapuram,Chennai,Anjappar,600.0,4.0,50.0,"North Indian,Chinese,Chettinad,South Indian,Seafood",Egmore,34.0,0
Egmore,Chennai,Ponnusamy Hotel,600.0,4.2,100.0,"Biryani,South Indian,Tandoor",Ethiraj Salai,38.0,1
Yerawada,Pune,Exotica,1100.0,4.1,20.0,"North Indian,Chinese,Mediterranean,Continental",Yerawada,64.0,0
Rohini,Delhi,Behrouz Biryani,500.0,4.2,500.0,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Sector 8,38.0,0
Park Street Area,Kolkata,Oasis,900.0000000000001,4.3,20.0,"Indian,Chinese,Continental",Near Park Hotel,61.0,1
Sion,Mumbai,Hazara Restaurant & Bar,600.0,4.0,20.0,Mughlai  North Indian  Chinese  Seafood,Koliwada,53.0,0
Bandra Area,Mumbai,Pizzaexpress,1000.0,4.2,100.0,"Pizzas,Pastas,Italian,European,Salads,Continental,Desserts,Beverages",Bandra Area,43.0,1
Rohini,Delhi,Faasos,200.0,4.1,100.0,"Combo,Snacks,Beverages,Desserts,Indian",Sector 8,45.99999999999999,0
Choolaimedu,Chennai,Cafe Chef'S Paradise,450.00000000000006,4.2,20.0,"Italian,Chinese,Continental,Indian",Choolaimedu,67.0,0
Sadashiv Peth,Pune,Hotel Malwani Solkadi,500.0,2.9,80.0,Maharashtrian,Off Tilak Road,44.0,0
T. Nagar,Chennai,New Andhra Meals Hotel,400.0,4.4,500.0,"Andhra,South Indian",T Nagar,69.0,1
New Nallakunta,Hyderabad,New Astoria Restaurant,450.00000000000006,3.8,100.0,"Chinese,Biryani",Rtc Cross Road,34.0,1
Taltala,Kolkata,Kasturi Restaurant,500.0,4.1,100.0,Bengali,Near New Market,59.0,0
Ballygunge,Kolkata,Kasturi Restaurant,500.0,4.3,500.0,Bengali,Near Spencers Gariahat,72.0,0
Kondhwa,Pune,Cafe Zam Zam,250.0,4.1,1000.0,"Mughlai,North Indian,Chinese,Fast Food,Biryani",Kondhwa,64.0,0
Anand Nagar,Pune,One Way Paratha,250.0,4.3,100.0,"North Indian,Fast Food",Opp Fire Brigade,73.0,1
T. Nagar,Chennai,Moonlight Takeaway & Delivery,250.0,4.0,1000.0,"Indian,Chinese,Tandoor",T. Nagar,66.0,1
Sangamvadi,Pune,Taste Of Hyderabad,350.0,3.8,100.0,"Biryani,Hyderabadi,North Indian,Chinese,Beverages",Dp Road,37.0,1
Shivajinagar,Pune,Fountain Family Rest O Bar,500.0,4.4,20.0,"North Indian,Chinese",Off Jm Road,37.0,0
Gopalapuram,Chennai,Sera - The Tapas Bar & Restaurant,1000.0,4.1,20.0,"Chinese,Continental,Spanish",Gopalapuram,60.0,1
Shobhabazar,Kolkata,C/O. Bangali,700.0,4.2,50.0,"Indian,Bengali,Continental",Near 4 Point Crossing,57.0,0
Tangra,Kolkata,Kim Ling,600.0,4.3,1000.0,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,63.0,0
Tangra,Kolkata,Beijing,1200.0,4.2,1000.0,"Chinese,Asian,Oriental,Pan-Asian,Thai,Seafood",China Town,61.99999999999999,0
Richmond Town,Bangalore,Kabab Magic,400.0,3.3,100.0,"North Indian,Chinese",Hosur Road,32.0,0
Banjara Hills,Hyderabad,Exotica,1000.0,4.5,500.0,"Indian,Chinese,North Indian,Punjabi,Tandoor,Kebabs,Biryani,Seafood,Oriental,Desserts,Sweets,Beverages,Combo",Nbt Nagar,65.0,0
Kothrud,Pune,Mirch Masala Resto Bar,800.0,4.5,100.0,"North Indian,Chinese",Near Vandevi Mandir,63.0,1
Opp Padmashree Movie Hall,Kolkata,The Silk Route,400.0,3.4999999999999996,20.0,Chinese,Opp Padmashree Movie Hall,65.0,1
Sarat Bose Rd,Kolkata,My Big Fat Belly,600.0,4.3,100.0,"Italian,American",Opposite Dugout,67.0,1
Kalighat,Kolkata,Overdose,400.0,3.8999999999999995,500.0,Chinese,Near Tea Trove-Desapriya Park,70.0,1
Rajajinagar,Bangalore,Chickpet Donne Biriyani House,200.0,3.8,100.0,"Indian,Chinese",3Rd Stage,52.0,0
Alwarpet,Chennai,Chap Chay - The Raintree,1200.0,4.4,50.0,"Chinese,Thai,Malaysian",Anna Salai,72.0,0
Koregaon Park,Pune,Murphies,1100.0,3.8999999999999995,20.0,"European,Italian,Continental,Healthy Food,Salads,Pizzas,Beverages",Opposite Menchies,61.99999999999999,1
Purasaiwakkam,Chennai,Tibbs Frankie,100.0,3.8,100.0,Fast Food,Purasawalkam,34.0,1
Habsiguda,Hyderabad,Blr Food Kourt,250.0,4.1,20.0,"Biryani,Chinese,North Indian",Vasanth Vihar Colony,63.0,0
Purasaiwakkam,Chennai,Ganga Sweets,250.0,4.5,100.0,"North Indian,South Indian,Sweets",Purasawalkam High Road,30.999999999999996,0
Bandra Area,Mumbai,Capital Social,500.0,4.3,100.0,"Indian,Chinese,South Indian,American,Kebabs,Mughlai,Biryani,Combo",Bandra Area,45.99999999999999,0
Santacruz East,Mumbai,Behrouz Biryani,500.0,4.1,100.0,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Kalina,34.0,0
Ballygunge,Kolkata,Chili'S American Grill & Bar,900.0000000000001,4.4,100.0,"American,Salads,Mexican,Italian,Steakhouse",Quest Mall,76.0,0
